sentence	error label	split	label
Några människor tycker inte att det är bra att barn bär slöja på dagis men det är deras religion och kultur så vi måste visa respekt för dom eftersom det inte är rätt att tvinga dom .	L-W	train	0
Jag tror att hon kommer att bli jätteglad över vår present .	L-W	train	0
För det första , i anslaget , när de båda systrarna lekte med varandra tyckte de mycket om varandra .	L-W	train	0
Kärlek kan finnas mellan personer i en familj , mellan två vänner eller en människa och ett djur .	L-W	train	0
Argument 1 : Idag finns det flerspråkiga i Sverige och det på grund av krigen och konflikterna runt om i hela världen .	O-Comp	train	0
För att mäta lycka behöver vi olika faktorer , som utbildning , välfärd , ekonomi , frihet , trygghet , säkerhet , olika fack , olika arbetsmöjligheter , olika lediga arbet platser , försäkringskassan , arbetsförmedlingen , jämlikhet mellan män och kvinnor och så vidare .	L-Der	train	1
Den första är att ett stort antal personer vill få sin personliga frihet genom att gifta sig många gånger och skaffa barn , oavsett om de här barnen är med samma kvinna eller samma man , eller om barnen är adoptera med tillstånd av domstolar i främmande länder .	L-Der	train	1
Den dagen var jättespännande för mig för jag hade aldrig i mitt liv trott att hon skulle gå ut med mig .	L-W	train	0
Alla de tre litterära verk som jag har tagit upp handlar mycket om kärlek och hatkärlek , men vissa handlar om hur modig man kan bli för sin familj , vad människor kan göra för sin familj även om det inte direkt är det bästa för dem själva , och om hur två människor kan hjälpa varandra så mycket för att klara sig genom svårigheter .	L-W	train	0
Det finns en lång bussresa från eller till D-stad .	L-W	train	1
Om man måste gå över dåliga saker i sitt liv , då säger religionen att om man har familj och vänner som kan vara mot en är man redan lycklig .	L-W	train	1
För att mäta lycka behöver vi olika faktorer , som utbildning , välfärd , ekonomi , frihet , trygghet , säkerhet , olika fack , olika arbetsmöjligheter , olika lediga arbetsplatser , försäkringskassan , arbetsförmedlingen , jämlikhet mellan män och kvinnor och så vidare .	L-Der	train	0
Då stöttar man inte de stora fast-fashion industrier som skadar miljön , och därför köper jag second-hand så ofta som jag kan .	O-Comp	train	1
För att skapa en bra miljö och en god hälsa för människor är det bra att förbjuda coca cola .	L-W	train	0
Förra året var jag mammaledig och min mamma var här i tre månader .	L-W	train	0
Inför krav för att vara rättvis !	L-W	train	0
I början ringde han till mig varje kväll efter arbeta så jag kände mig väldigt glad , men lite ledsen också för att vi inte hade så mycket tid för att promenera tillsammans eller gå på bio .	L-Der	train	1
Uppfinningen av telefonen har förändrat sättet att leva i världen med utbyggnaden av nätverk runt om i världen med tillägg av radionät till telefonernas arbete .	L-W	train	1
Det finns många nya ord och inte bara för unga , men vi som är vuxna kan också tycka om orden som finns här .	L-W	train	1
Å andra sidan skriver han om ungdomar som har en motsatt åsikt om nynorskan som enligt dem är ett tvångsspråk som de måste läsa och hålla levande oavsett om det finns någon vilja att behålla nynorskan .	L-W	train	0
I slutet av filmen när de tvingas slåss mot björnen lyckas de besegra den , och drottningen slipper förbli en björn , men prinsessan slipper även gifta sig , och får därmed också behålla sin frihet .	L-W	train	0
Sammanfattningsvis vill jag säga att sänkningen av åldersgränsen i valet har alla möjligheter att bli ett skäl till demokratins utveckling över hela världen .	L-W	train	0
Jag tycker att det är ett jättebra förslag eftersom en resa kostar mycket och då behöver de inte köpa den .	O-Comp	train	0
Där bakar vi tillsammans .	O-Comp	train	0
Redan när människan blev till på jorden tror historikerna att vi hade ett utvecklat språk .	L-W	train	0
Detta betyder att för att fungera så fullständigt som möjligt så måste några krav settas på de valdetagande .	L-W	train	1
Hela romanen pratar om kärlek och förväntan och det går inte ihop med att de blir kriminala i slutet .	L-Der	train	1
Först och främst känner vi alla till bilavgaser och hur negativa de är för oss och vår planet .	O-Comp	train	0
I Sverige har t.ex. människor rätt till 12 timmars arbetsdag , en ganska hög lön och människor kan välja vilket parti som ska representera dem i riksdagen , och dessutom känner folk att de är lika värde .	L-Der	train	1
Kvinnor började få fler rättigheter : att rösta , att jobba och att ha sina egna pengar .	L-Der	train	0
Ungdomar har spelat en stor roll i den här anpassningen och utvecklingen inom sociala medier , nu används språket som det vanliga för kommentarer i Facebook och på flera andra plattformar .	L-W	train	1
Vi åt lunch på ett snyggt café , vi pratade och skrattade jätte mycket .	O-Comp	train	1
␤ Under den tiden kan du prata med läraren hur som helst eller om vad som helst som du känner för och du lär dig mer eller din kunskap utvecklas .	L-W	train	0
Boken slutar med att pappan väljer att inte träffa sin son längre eftersom han har lagt stor skam över deras familj då sonen vägrade att gifta sig med sin kusin vilket gjorde att hon inte fick komma in i Sverige .	L-W	train	1
Kvinnor började få fler rätter : att rösta , att jobba och att ha sina egna pengar .	L-Der	train	1
Därför ska inspektörerna ha modiga att kommunicera sanningsenligt vad de egentligen konstaterade vid inspektionen , och de ska berätta för alla hur mycket cola vi får konsumera .	L-Der	train	1
Jag är en person som är social och omtänksam så den här platsen är viktig för mig eftersom jag inte vill vara ensam men jag vill träffa olika människor och lära känna dem .	L-W	train	1
Det kostar ungefär 50 kr per person .	L-W	train	0
Storasystern blir arg och landet blir till frost av hennes misstag .	L-W	train	1
I vissa samhällen är kläderna viktiga när det finns ceremonier .	L-W	train	1
Peripeti är när Karl inser att Hubert inte är förrädare .	L-W	train	0
Enligt Ungdomsbarometerns undersökningar från 2000 till 2016 stiger andelen 15-24-åringar som angett stort intresse för inrikes- och utrikespolitik och samhällsutveckling samtidigt som valdeltagandet i riksdagsval bland 18-24-åringar ökar .	O-Comp	train	0
Under den tiden var kommunikationen begränsad och det tog lång tid till man hade de första mobiltelefonerna 1957 .	L-W	train	1
Glöm inte att att delat ansvar i hushållet är viktigt därför att båda mannen och kvinnan behöver vila .	L-Der	train	1
Trots att många som har ett religiöst liv hävdar att de känner sig lyckligare än de som inte tror på en religion , är det inte en viktig faktor för landets allmänna välmående .	L-W	train	0
Till sist kan man ha en frisk miljö länge även i framtiden , om man är förtjust i miljön och sitt liv .	L-W	train	0
␤ Forlåt att du inte kan hitta nya vänner och jag hoppas att mina tips ska hjälpa dig att hitta nya kompisar .	L-W	train	1
Det var frysta köttbullar som jag försökte äta varje gång jag ville hämta något från kylrummet på resturangen .	L-W	train	1
Också det som hände henne i skolan , att hon blev mobbad bara för att hon inte var som de andra , och att man ser människor på olika sätt och har olika attityd till olika människor , och att man tycker att han är dålig och hon är bra även fast man inte vett de här personerna , man gissar bara , det förekommer också i mitt hemland , att se människor på det här sättet .	L-W	train	1
Jag studerar svenska som andra språk där .	O-Comp	train	1
Slutligen hoppas jag att ni ska tänka över ert beslut och förstå att biblioteket är uppskattat av oss .	L-Der	train	0
Medan Frost handlar om att kärleken inom familjen är så stark så att förtrollningen inte kan vinna över den .	L-W	train	0
Förut , när en person ville flytta till en annan stad för att plugga eller arbeta , kanske det dröjde ett eller två år innan hans familj träffade honom eller hördes av .	L-W	train	0
Därför ska inspektörerna ha modet att kommunicera sanningsenligt vad de egentligen konstaterade vid expektion , och de ska berätta för alla hur mycket cola vi får konsumera .	L-Der	train	1
Björkqvist påpekar hur den nya tekniken framstod i folks ögon och hur prästen predikade emot den nya tekniken och betecknade den som djävulens påfund .	L-W	train	1
När vi får fisk lägger vi tillbaka den i vattnet .	L-W	train	0
Samtidigt måste de tänka på att när man betalar svart tvingas man inte att betala skatt till staten och man känner inte vilken risk det leder till .	L-W	train	1
Vår vas kommer att vara kvar i hennes hus tills den går sönder , det vet jag , men pengarna kommer att sluta .	L-W	train	1
Globalisering kan både vara ett hot som en fördel för minoritetsspråk , globalisering kan även hjälpa minoritetsspråk att sprida sig till andra delar av världen och växa i antal talare .	L-W	train	1
Det är okej om ledarna förbjuder coca cola eftersom det leder till några sjukdomar som vi inte känner till , men det påverkar människors hälsa mycket på dåligt sätt ett , tror jag .	L-W	train	1
Samtidigt finns det negativa sidor , oavsett hur vacker denna utveckling är , som teknikberoende och oförmågan att klara sig utan tekniken , folks tendens att bli inåtvända och isolerade och nedgången i kommunikationen med vänner och familj och en ökade av lathet och fetma .	L-Der	train	1
Jag studerar svenska i sfi med mina vänner .	L-W	train	1
Vi kan ge biljetter till en resa till Paris efter bröllopet .	L-W	train	0
Jag valde att beskriva Alex eftersom han är den viktigaste personen i boken ( huvudpersonen ) och eftersom det inte finns någon annan person i boken som författaren pratar om och beskriver .	L-W	train	1
Som Anita Björkqvist skriver i sin text kom den första telefonen till Sverige ett år efter att den hade uppfunnits , och Stockholm blev den så kallat telefon tätaste staden .	O-Comp	train	1
Men Merida gillar inte att bara göra prinsessaker , utan hon gillar att jaga och skjuta pilbåge och göra saker som är roligt .	O-Comp	train	0
Detta orsakade att grönländska blev marginaliserat i samhället och blev ett språk som talades endast bland familjen , och därför är språket inte avancerat på akademisk nivå .	L-W	train	1
Jag ska berätta om min plats favorit och berätta om varför jag tycker om den .	O-Comp	train	1
Sedan bestämmer de sig för att gifta sig , och på bröllopet berättar Magnus att Nadja tidigare har haft en plan att gifta sig med vem som helst på grund av adoptionsprocessen , och Jocke blir arg .	L-W	train	0
Till exempel , köp några vackra blommor till honom när du handlar på helgen , för blommor brukar visa en bra kärlek syn i många relationer .	O-Comp	train	1
Jag tycker att Sverige är bättre eftersom det finns demokrati och respekt för alla man .	L-W	train	1
På sommaren brukar jag gå till parken .	L-W	train	0
Eftersom de är nära vänner till oss så är det inte så bra om vi ger present pengar i dem , jag tror att de kommer att tro att vi inte menar dem väl .	L-W	train	0
Å ena sidan finns det många problem i samhället på grund av dålig barn uppfostrar .	L-Der	train	1
Författaren hänvisar till att många tycker att nynorska böcker och tv program borde bestämmas av marknaden och inte av regeringen .	O-Comp	train	1
Vi måste ha bra ögon att kolla på vilket land som producerar mest coca cola .	L-W	train	1
Jag tycker att du kanske kan gå på en danskurs och träffa många nya människor som gillar att dansa lik som du .	O-Comp	train	1
En annan bra sak var att jag lärat nya råd .	L-W	train	1
␤ I början av filmen , när mamman var hård mot sin flicka , då visade pappan mer kärlek till henne .	L-W	train	0
Några har ett annat perspektiv då de tycker att det är ännu lämpligare att polisen tar DNA-test på dömda brottslingar som redan har begått brott utan att respektera lagar istället för att göra detta på alla oskyldiga svenskar .	O-Comp	train	0
Det smakar salt och det är bra för hela kroppen .	L-W	train	0
När jag gifte mig fick jag hjlpa av min mamma .	L-Der	train	1
Under rubriken ” Ny syn på tid och rum ” uppger Björkqvist att de första telefonlinjerna kom till Sverige 1877 och det var en enkel metall som kopplades mellan mikrofon och hörtelefon , maximalt var de 50 km ifrån varandra .	L-W	train	0
Men på planet var det lika tätt och samma situation som ju just väntrummet varit det i .	L-W	train	0
Vi märker också att det naturligtvis är bättre att hålla sig borta från att slå och straffa barn på detta sätt tvärtemot de gamla metoderna .	L-W	train	0
Han var inte så lång , lite tunn och hade kort svart hår .	L-W	train	0
Det är klart att man inte får generalisera och sticka denna kritiska etikett på varje människa som numera är mellan 25 och 35 år .	L-W	train	1
I dag finns många olika typer av familjer och samlevnadsformer i vårt samhälle .	L-W	train	0
Därför att för alla finns det begränsningar , snällheten är det också .	L-W	train	1
Igår läste jag ditt förslag att ni ska ge bort pengar i present till Maria , men jag tror inte att det är ett så bra förslag eftersom Maria inte tycker om att gå till affären eller gallerian och köpa .	L-W	train	1
Jag vill inte stå ut för mycket , men å andra sidan tycker jag att min klädsstil är ett uttryck för min personlighet och mina ideal .	L-W	train	1
När jag bodde i mitt land var det nästan likadant men jag bodde med min mormor bara .	L-W	train	0
Livet innehåller ju konflikt , lycka , sorg med mera , men dessa verk kan lära oss att förstå livet och hur man kan bete sig för att inte hamna på fel sida eller olyckligt i livet .	L-Der	train	0
Men ibland tycker inte de det och de tror att vi vanliga människor är lycka .	L-Der	train	1
Bostaden ser jättebra ut med ett stort kök och ett vardagsrum med 2 stora balkonger , en som är ljus hela dagen på sommaren och den andra tyvärr inte , så det blir lite kallt där för det mesta .	L-W	train	0
Många människor har bilar och använder dem varje dag för att pendla till jobbet eller för att handla .	L-W	train	0
Det finns två skrivsalar , mer än fyra datorsalar , en restaurang och en stor sal för föreläsningar .	O-Comp	train	0
De blir nervösa när läraren frågar och tror bara att eleverna ska skratta åt dem .	L-W	train	0
Och vi kan konstatera att människor konsumerar inte är bra som mycket för hälsan , exempelvis coca cola .	L-W	train	0
␤ Fortfarande älskar vi varandra och har bestämt att vara med varandra hela livet .	L-W	train	0
Jag kunde inte komma för att jag tillsamman jobbar pluggar och , och kursen passar inte med mina tider , så jag frågade receptionen hur man kan få pengarna tillbaka , och de sa att jag måste mejla skolan och skriva vad jag vill ha , och i avslutningen skriva mitt namn , personnummer , mobilnummer , adress och e-postadress , så det ska jag skriva i ett annat mejl .	L-W	train	1
Hon inleder med att Jiwarli språket är bevarat tack vare det samtal som Peter Austin spelade in med Jack Butler och att många språk har försvunnit utan att lämna något kvar .	O-Comp	train	1
Naturligtvis kan man skilja mellan personer mellan dyra och billiga kläder .	L-W	train	1
En del tycker ändå att de kan föda fler barn så att de kan få mer bidrag och inte behöver jobb .	L-Der	train	1
Vi har lektion på morgonen tre dagar varje vecka och vi behöver ett riktigt kafé så att vi kan hitta någonting att äta och dricka .	L-W	train	0
När man vill göra en resa eller åka till en annan stad långt härifrån blir det lätt och snabbt .	L-W	train	0
Förr hade familjen en stor betydelse för kärlek och respekt .	L-W	train	0
Man kan skriva väldigt mycket om det , men jag ska begränsa mitt syfte för att få möjlighet att belysa några punkter , så jag skulle vilja prata om kommunikation mellan människor .	L-W	train	0
Jag är tyvär för problemen , och jag har en fråga till er : Kan ni snälla betala tillbaka pengarna till mig som jag har betalat varje månad ?	L-W	train	1
Där berättar Björkqvist att år 1877 kom de första telefonlinjerna i Sverige och hon bekräftar att det berodde på Sveriges behov av kommunikation , alltså att Sverige är ett avlångt land och det är väldigt långa avstånd mellan städerna .	L-Der	train	0
Jag kom till Sverige för 3 år sen .	O-Comp	train	0
Jag bor in en lägenhet på plan ett .	L-W	train	1
När man bor med en familj eller har en familj då har man stort ansvar .	L-W	train	0
Idag finns inte de specifika gränser som fanns tidigare på grund av det nära förhållande som finns mellan länder och kulturer , men man kan fortfarande få reda på en del information om kultur , religion , tankesätt eller profession när man ser någons kläder .	L-W	train	0
Till sist , ifall man bestämmer sig för att köpa bil , då får man fundera på vilken typ , vilket pris , vilken storlek och så vidare man kan välja .	L-W	train	1
Sist men inte minst utvecklas medierna alltid och ett av de största företagen i världen , som kallas Apple , anger idag att den lilla smarta mobiltelefonen kommer att försvinna , och klockan kommer att ersätta den med alltmer utveckling .	L-W	train	1
Hur skulle han berätta till pojken ?	L-W	train	1
Sedan bestämmer de sig för att gifta sig , och på bröllopet berättar Magnus att Nadja tidigare har haft en plan att gifta sig med vem som helst på grund av adoptionsprocessen , och Jocke blir arg .	L-Der	train	0
En del andra motsäger sig detta och tycker att alla svenskar måste tvingas att lämna ut sina DNA till polisen , annars kommer brottslingar att utnyttja det frivilliga registret och välja att inte lämna DNA till registret .	L-W	train	0
Det är ett undantag för vissa länder som förtrycker folket och där folket har begränsade rättigheter , eller i värsta fall inga .	L-W	train	1
␤ Dessutom är det värdefullt att veta hur och när man använder sociala medier för att göra skillnad och ändra saker till det bästa .	L-W	train	0
Jag slutade för länge sen att säga till mina vänner i D-hemland hur jag bor här , vilka extra saker vi har här , t.ex. tvättstuga  och att man kan betala hela avgiften för en lägenhet på under en minut .	L-W	train	0
Jag tycker att eleverna kommer att bli nöjda och träna mer svenska i skolan när det finns ett riktigt kafé .	L-W	train	1
Det andra verket är en bok som heter Bröderna Lejonhjärta som är en fantasy- och äventyrsroman som handlar om två bröder som älskar varandra .	O-Comp	train	0
Lukten var så stark att man trodde att Selvi hade kokat tio kilo kaffe totalt .	L-W	train	0
MM1 Jag anser att det är barnens val om de vill följa sina föräldrars religion och kultur .	L-W	train	0
Där bor cirka 60 000 människor och de mest av dem är makedonska .	L-W	train	1
Resten anser att det är naturligt att vi har olika typer av familjer i samhället och det är helt okej och att de här typer inte påverkar barnets säkerhet .	L-Der	train	1
På litteraturens sätt så var det för det mesta kopplat till prinsessan som har en hatkärlek mot sin mor , vilket hon visar om och om igen under en lång tid i historien .	L-W	train	0
Jag vill lämna ett förslag till Sveriges regering att ta ansvar och bestämma att barn 13 som är under år inte ska bära slöja i skolan .	L-W	train	0
Mitt första tips är att du borde visa honom att han är en jätteviktig person i ditt liv .	O-Comp	train	0
Till slut tycker jag att man ska ha på sig kläder som man känner sig bekväm med och inte leta efter kläder som är på modet .	L-W	train	1
Min skola består av många klassrum , ett bibliotek , tre plan , två lärarrum , ett chefsrum och en datasal .	L-Der	train	0
Idag , 2018 , finns olika resonemang till varför åldersgränsen ska sänkas till 16 år .	L-W	train	1
Vi kan hävda att de lyckligaste länderna har en bra ekonomisk situation och att de inte har en stor dominerande religion .	L-Der	train	0
En annan skillnad mellan hur minoritet sparåker behandlas är också vad regeringen gör för minoritetsspråken , till exempel att Norge använder sina resurser för att öka norsktalandet medan Finland gör motsatsen genom att ta bort svenska som obligatoriskt ämne från finska skolor .	L-Der	train	1
Det innebär inte att sluta köra bilen alls men att försöka hitta alternativ när du kan .	L-W	train	1
Avslutningsvis : Det som vi kan lära oss av de tre verken är att man som förälder behöver hitta ett balanserat sätt att hantera situationer när barn vill gå sin egen väg , speciellt när de är tonåringar .	L-W	train	0
Jag tycker det är ett viktigt område att för det har mycket studenter .	O-Comp	train	0
Ett halloweenkalas ␤ På fredags gick jag och mina barn till C-skola för ett halloweenkalas .	L-W	train	1
Jag tycker att ni ska införa mer prov i skolan på SFI , annars klarar de inte sig själva i framtiden .	L-W	train	0
Där i mitt hemland tycker man att de som sitter i rullstol eller de som har lite psykiska besvär eller så inte kan leva med andra människor .	L-W	train	0
Men sakta , sakta , med min mans hjälp , kunde jag förstå att mitt tidigare hem inte var det som var viktigt , men att det var min familj som var viktig .	L-W	train	1
Hon var mycket glad med mig .	L-W	train	0
Vi kan märka i vår tid att det finns många ungdomar som bryter mot regler och lagar .	L-W	train	0
Jag vill inte sticka ut för mycket , men å andra sidan tycker jag att min klädsstil är ett uttryck för min personlighet och mina ideal .	L-W	train	0
Ibland åker vi till ställen som t.ex. en brandstation , ett språkkafé , stadsparken och D-institution för att de vill visa och lära oss många saker .	O-Comp	train	0
Dessa värderingar är sådana som är de viktigaste för ett visst land och de beror på landets syn på lycka , landets ( bl.a. politiska och ekonomiska ) situation och landets behov .	L-W	train	0
Är de redo att hjälpa polisen genom att lämna ut sina DNA utan att bry sig om sin integritet ?	L-W	train	0
Ibland när vi gick dit på söndagarna hittade vi ingen plats där eftersom en del människor i A-land inte jobbar på söndagarna och då åker de med sina barn till sjön och badar , därför hittade vi ingen plats .	L-W	train	1
Allt blir täckt av is och snö , sen stiger hon i väg på ett isberg , och därefter letar lillasystern och några andra efter henne .	L-W	train	0
Han har lyckats att främja vissa arbetsmetoder inom sitt företag som hjälper alla att fokusera sig på det som är viktigt i arbetet samt att vara motiverad .	L-W	train	0
För det första undrar jag hur det blir för folk som bor där när de inte kan låna böcker eller träffas eller göra någonting och jag anser att det är den bästa platsen i mitt område .	L-W	train	0
Att ha en unik stil är inte negativt , men det finns några fall där man bör göra små anpassningar .	L-W	train	0
Det börjar med hur man läser och skriver men man kan gå vidare och få mera kunskap på högskolan , för att hitta jobb som läkare , ingenjör och annat .	L-W	train	0
För det första tror jag det kan bli mindre diskriminering om det är ett krav och lag , eftersom alla vill försöka att nå kraven .	L-W	train	0
Livet innehåller ju konflikt , lycka , sorg med mera , men dessa verk kan lära oss att förstå livet och hur man kan bete sig för att inte hamna på fel sida eller olyckligt i livet .	L-W	train	0
Det är en lång bus resa från eller till D-stad .	O-Comp	train	1
Det ligger på samma gata , precis utanför mitt fönster rakt igenom gatan .	L-W	train	1
En polis som gick till Jamaikas hus hittade plötsligt en bok med en rubrik .	L-W	train	1
Kommunikationen hade dittills skett via brev , och brevutdelning fick man fem gånger om dagen .	L-W	train	0
Och där efter köper vi nästan allt vi behöver .	O-Comp	train	1
Detsamma gäller inte för en social lägenhet i D-hemland , där vi tar varmvatten från en gaskokare .	L-W	train	1
När mamman kom tillbaka till barnhemmet för att hälsa på Christina stoppade personalen som jobbade på barnhemmet henne för att Christina inte fick träffa sin mamma , även när hon såg mamman i dörren .	L-W	train	1
Jag tycker att bussen är bättre än bilen , fast bilen är mer bekväm .	L-W	train	0
Jag vågar också påstå att detta fenomen faller under samhällssystemens och lagens brott och att det är en av de mest felaktiga metoderna som många personer i samhället följa för att uppnå personliga vinster och intressen .	L-W	train	1
Trots allt är det under militari tjänsten då människor flyr till D-land eller till andra länder .	O-Comp	train	1
Kaffet lukten fyllde hela stugan och steg till den lilla ön där borta och täckte allt gräs omkring , tror jag .	L-Der	train	1
På grund av det är min personliga synpunkt att kläderna inte är så viktiga .	L-W	train	1
I Sverige vill han bara jobba och spara pengar åt sin fru ( kusin ),  men han träffade en skön tjej och de blev kära i varandra och efter ett tag berättade han sanningen till sin flickvän och hon accepterade det för att hon älskade honom .	L-W	train	1
Allt blir täckt av is och snö , sen stiger hon i väg på ett isberg , och därefter letar lillasystern med några andra efter henne .	L-W	train	1
Sedan sade hon till mig att hon ville säga någonting , och att det var jätteviktigt att gå på ett kafé så att vi kunde prata face to face , så vi planerade att gå ut till ett kafé .	O-Comp	train	0
Vi lever på en teknologisk tid .	L-W	train	1
De blir udda bland alla och de undrar var för de ska ha det så här när alla deras kompisar leker som de vill .	O-Comp	train	1
Jag och min kär gick i en klass i skolan .	L-Der	train	1
Det som kan tas upp som livsläxa är att oavsett vilka situationer man hamnar i , oavsett hur illa det går med en människa man står så pass nära , så löser det sig ändå .	L-W	train	0
1957 fanns 26 stycken i landet , och där skaffade jourläkare moderna i Stockholm .	L-W	train	1
De blir lyckliga också för dessa saker som man uppnår som grupp , till exempel familjen , vännerna eller samhället .	L-W	train	1
I Europa finns det ett femtiotal hotade språk , och ett av de språken som vi känner till är sydsamiska , för en stor del av ungdomarna nuförtiden lär sig inte samiska .	L-W	train	0
Jag har tänkt mycket på ditt förslag på present .	L-W	train	0
Ja visst är det helt klart att man ska ha materiella saker för att vara glad och ha ett bekvämt liv .	L-W	train	1
Trots alla argument om finlandsvenskan och finskans påverkan på den vårdas språket aktivt för att finlandssvenskan inte ska skilja sig för mycket från sverigesvenskan .	L-Der	train	1
Det ska ge en å , nej upplevelser .	O-Comp	train	1
Men samhället förändras , traditioner förändras och med andra ord förändras våra tankesätt  .	L-W	train	0
Jag kan inte skriva många ord .	L-W	train	0
Trots att många som har ett religiöst liv hävdar att de känner sig lyckligare än de som inte tror på en religion , är det inte en viktig faktor för landets allmänna välmående .	L-W	train	0
Senare tar man reda på småsyskonens reaktion på resan till Kurdistan .	L-W	train	1
I Norge , ett skandinaviskt land som är kategoriserat som ¨ det lyckligaste landet ¨ , brukar man ha ett ordnat liv .	L-W	train	0
De är tvungna att forma en särskild typ av familj enligt religiösa nedskrivna och oskrivna lagar .	L-W	train	0
A-land är viktigt för mig eftersom det bidrog till min närvaro .	L-W	train	1
Hon fortsätter skriva om att det är en fördel för ungdomar avskaffa den obligatoriska inte att svenskan på skolan , eftersom svenska gör det lättare att lära sig indoeuropeiska språk , och det är också nyckeln till Skandinavien .	L-W	train	1
Under en viss period så kommer mamman och dottern närmare och närmare varandra och till slut får de bort missförståndet som orsakades av mammans starka vilja för sin dotters bästa och prinsessans modiga och självständiga sidor som inte vill ge sig .	L-W	train	0
En del tycker att det kan vara snabbare att betala svart för en tjänst medan andra tycker att man inte bör betala svart för en tjänst , eftersom alla måste vänta på sin tur .	L-W	train	0
i den tiden kände jag mig mycket ledsen och jag grät mycket för att han var långt ifrån mig .	L-W	train	1
När ens åsikter inte stämmer överens med omgivningens eller samhällets är det bättre att ha något mittemellan eller åtminstone något som är med reglerna .	L-W	train	1
I slutändan anser jag att det finns en stor skillnad mellan de två familjerna vad gäller uppfostringsmetoder .	L-W	train	0
Så hon kommer att bli jätteglad att vi hälsar på och köper en matta för dem , och den här presenten blir jättespeciell för dem också !	L-W	train	1
Frågan återstår då vad ett bättre samhälle är för varje individ och röstare .	L-W	train	1
Men jag bestämde mig för att hänga ihop att både studera och jobba .	L-W	train	1
Det betydde att jag kunde börja att arbeta med dem snart .	L-Der	train	0
Religionen är det viktigaste i varje kultur och den påverkar alla människor och deras syn av lycka .	L-W	train	1
A-land är viktigt för mig eftersom det bidrog till min existens .	L-W	train	0
Ming puffade på sin resväska för att gå in på flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .	L-W	train	1
Jag lämnar min plats och går några steg mot vattnet .	L-W	train	0
Efter att Sigvard är skärpt och smart planerar han att Nadja och Jocke , hans gudson , ska föras ihop .	L-W	train	1
␤ • Men du höll andan i nästan 40 second .	L-FL	train	1
del Vilken av befolkningen som har rösträtt skiljer sig mellan olika länder , men oftast är det alla från 18 års ålder tills man dör .	L-W	train	0
Jag tycker att romanen var lärorik och visade en del av världen som jag inte kände till eftersom jag kommer från ett land i Mellanöstern där vi inte vet så mycket om amerikanska länder och vilka problem de har eller hur människors liv är där .	L-W	train	0
Jag och han promenerade iväg till platshållbussen , och sen åkte vi med bussen .	L-W	train	1
Men hon ville inte berätta för sina föräldrar att hon var retad , utan hon sa att det bara var på att hon hade sjal på huvudet .	L-W	train	1
Filmen handlar mycket om bråk mellan familj , tradition , normer och förståelse .	L-W	train	1
Jag är en student på sfi , i kurs D .	L-W	train	1
Var jag köper mina kläder beror på vilken typ av kläder jag vill köpa .	L-W	train	0
OBS jag hinner inte avsluta för att jag tror inte att det finns tid .	L-Der	train	0
Ibland när vi åkte dit på söndagarna hittade vi ingen plats där eftersom en del människor i A-land inte jobbar på söndagarna och då åker de med sina barn till sjön och badar , därför hittade vi ingen plats .	L-W	train	0
Det som är likt i alla texter när de pratar om minoritetsspråken i Norge sam Finland är att många i båda länderna tycker att minoritetsspråken borde förbjudas eller att minoritetsspråken har för mycket makt i landet .	L-W	train	1
Vitvarorna funkade och varmvattnet kom utan problem .	L-W	train	0
␤ Isoleran var inte gratis .	L-Der	train	1
Istället del en människor föredrar att inte resa , som jag , utan de föredrar istället att vara fashionabla .	L-W	train	1
Var och en måste hitta sin egen källa av lycka , för att de psykologiska reaktionerna som gör att man känner sig lycklig är väldigt personliga .	L-W	train	1
Jag bor i Norrland framför min bonus sons skola .	O-Comp	train	1
De se verkligen älskar dig kommer vara vid din sida till slut .	L-W	train	1
Nu kan vi märka hur snabbt kommunikationen utvecklas och hur man kan dra nytta av den utvecklingen men vi måste alltid tala om medaljens baksida .	L-W	train	0
Det kan vara lättare för de flerspråkiga att skaffa jobb för att de flesta jobben behöver någon som kan förstå  andra .	L-Der	train	0
Men jag kan inte låta bli att stanna här och titta på dig när du glittrar i vattnet .	L-W	train	0
Politiken influerar våra dagliga liv och det är rimligt att tveka på ungdomars förmåga att rösta klokt med tanke på dessa begränsningar .	L-W	train	1
Om vi tycker att vi är onöjd på grund av vårt land ( yttre faktorer ) och inte gör någonting , då kommer vi att leva utan glädje .	L-Der	train	1
Men det är svårt för mig , jag behöver pengar för att leva och betala av mitt hus .	L-W	train	1
Nadja måste hitta en make och gifta sig inom en månad , eller förlorar hon chansen .	L-W	train	1
Du kan också träffa dina vänner på jobbet på fikat och prata tillsammans .	O-Comp	train	0
I dagläget måste man göra någonting för att minska den globala uppvärmningen .	L-Der	train	1
2004 startade det största sociala mediet i nya världen av Mark Zuckerberg som kallas Facebook , och därefter startade fler och fler .	L-W	train	0
Jag bor in Norrby , Västanå .	L-W	train	1
Ett prestigefyllt arbete : Det är en grupps arbete som ger ett resultat som göra något , till exempel Nobelpriset .	L-W	train	1
Jag tycker det är ett viktigt område foratt det har mycket studenter .	O-Comp	train	1
Ett annat exempel är uniformer ; att ha på sig samma kläder representerar att du är en del av en grupp som ett sportlag och militären .	L-W	train	1
Tänk igen för att stänga eller inte .	L-W	train	1
